Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
7/13/2015,76.81283569,47.75500488,70.99114227,19.64504814,74.13531494,52.94841766,46.63473511,40.90085983,40.7529335
7/14/2015,76.9103241,47.8319664,71.49951935,19.69231033,74.87744904,53.09342575,46.89585876,41.05641556,40.69606018
7/15/2015,76.8323288,47.70690536,70.24295044,19.85772514,74.97509766,52.87107468,46.52835083,41.06613541,40.89513016
7/16/2015,77.30029297,48.19753647,70.33887482,20.05464935,75.32663727,53.11275864,46.4122963,41.5911293,41.50182724
7/17/2015,77.1638031,48.16867828,69.48517609,19.99950981,75.1606369,53.09342575,46.09314728,42.23278809,41.09420395
7/18/2015,77.1638031,48.16867828,69.48517609,19.99950981,75.1606369,53.09342575,46.09314728,42.23278809,41.09420395
7/19/2015,77.1638031,48.16867828,69.48517609,19.99950981,75.1606369,53.09342575,46.09314728,42.23278809,41.09420395
7/20/2015,77.20279694,48.25526047,68.56433105,20.02314186,75.40476227,53.10309601,45.70629501,42.4563942,40.88565063
7/21/2015,76.9590683,48.13981247,68.59311676,19.99950981,75.07274628,52.53271866,45.42582703,42.17445374,40.51594543
7/22/2015,77.32953644,48.24563599,68.03677368,20.14917183,75.23874664,52.30069733,45.23240662,41.49391174,40.69606018
7/23/2015,76.87133026,48.06285477,67.97921753,19.97587967,74.96533203,51.81732559,44.57476044,41.40641022,40.0893631
7/24/2015,76.87133026,47.79348755,66.67469788,19.78683281,73.09046936,51.14060593,43.59796524,41.18280411,40.12728119
7/25/2015,76.87133026,47.79348755,66.67469788,19.78683281,73.09046936,51.14060593,43.59796524,41.18280411,40.12728119
7/26/2015,76.87133026,47.79348755,66.67469788,19.78683281,73.09046936,51.14060593,43.59796524,41.18280411,40.12728119
7/27/2015,76.29612732,47.76462555,65.71548462,19.64504814,73.02211761,50.88925552,43.11440277,40.81336212,40.63917923
7/28/2015,76.89082336,48.30335999,67.59553528,19.72381783,74.34037781,51.87533188,44.01382828,41.18280411,40.8287735
7/29/2015,77.68050385,48.46690369,68.51638031,19.92074013,74.46731567,52.51338196,44.33298111,41.4550209,40.98044586
7/30/2015,77.96322632,48.30335999,68.03677368,19.92074013,74.35990906,52.46504593,44.55541992,41.53279495,41.2837944
7/31/2015,78.20695496,48.39956284,66.54999542,19.85772514,74.78956604,52.41670609,44.43936539,41.39668655,41.70089722
8/1/2015,78.20695496,48.39956284,66.54999542,19.85772514,74.78956604,52.41670609,44.43936539,41.39668655,41.70089722
8/2/2015,78.20695496,48.39956284,66.54999542,19.85772514,74.78956604,52.41670609,44.43936539,41.39668655,41.70089722
8/3/2015,77.94372559,48.46690369,65.14955139,19.834095,74.73097992,52.16535568,44.09119797,41.17308044,41.91893005
8/4/2015,78.27519989,48.46690369,64.92892456,19.80258751,74.69191742,52.13635254,44.28462219,40.93002701,41.24587631
8/5/2015,77.42702484,48.89019775,64.43973541,19.88135719,75.31687164,52.42637634,44.507061,41.32863235,41.35015106
8/6/2015,76.37412262,48.52462769,65.46608734,19.81046486,73.67636108,52.15568542,44.35232162,40.92030716,41.5681839
8/7/2015,76.31563568,48.25526047,64.29585266,19.84984779,73.54942322,51.90433502,43.73336029,40.94947052,42.08008575
8/8/2015,76.31563568,48.25526047,64.29585266,19.84984779,73.54942322,51.90433502,43.73336029,40.94947052,42.08008575
8/9/2015,76.31563568,48.25526047,64.29585266,19.84984779,73.54942322,51.90433502,43.73336029,40.94947052,42.08008575
8/10/2015,76.92982483,48.4380455,66.34856415,20.03889465,74.14508057,52.91941071,44.80686951,41.5911293,41.90945053
8/11/2015,76.23764038,48.26487732,66.47325897,19.85772514,73.52012634,52.271698,43.97513962,40.96891403,42.11800385
8/12/2015,75.90617371,48.29374313,67.68186188,19.67655563,73.56894684,52.28136063,44.13955307,41.15363312,42.86689377
8/13/2015,76.34487915,48.10133743,66.65550995,19.74744797,73.40294647,52.24269104,44.01382828,41.03697205,42.87637329
8/14/2015,76.39363098,48.25526047,66.5116272,19.88923454,73.60800934,52.57138443,44.21692276,41.24113464,43.19868088
